"","id","price","neighborhood","accommodates","bathrooms","bedrooms","beds","review_scores_rating","number_of_reviews","listing_url"
"3001",12465591,51,"Leith",3,1,1,2,94,220,"https://www.airbnb.com/rooms/12465591"
"3002",12466107,35,"Bruntsfield",2,1,1,1,100,11,"https://www.airbnb.com/rooms/12466107"
"3003",12467610,38,"Morningside",2,1,1,1,94,48,"https://www.airbnb.com/rooms/12467610"
"3004",12470353,200,NA,8,2,4,6,100,4,"https://www.airbnb.com/rooms/12470353"
"3005",12480251,65,"New Town",2,1,1,1,99,228,"https://www.airbnb.com/rooms/12480251"
"3006",12481621,20,"Old Town",1,1,1,1,NA,1,"https://www.airbnb.com/rooms/12481621"
"3007",12483900,160,"Marchmont",6,1,2,3,99,14,"https://www.airbnb.com/rooms/12483900"
"3008",12484213,130,"Stockbridge",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/12484213"
"3009",12500031,80,"Cannonmills",4,1,2,2,99,43,"https://www.airbnb.com/rooms/12500031"
"3010",12500632,195,"Tollcross",10,1,5,10,90,2,"https://www.airbnb.com/rooms/12500632"
"3011",12501275,80,"Marchmont",8,1,4,8,80,1,"https://www.airbnb.com/rooms/12501275"
"3012",12502523,78,"Marchmont",6,1,3,6,100,3,"https://www.airbnb.com/rooms/12502523"
"3013",12502952,50,"Southside",3,1,1,3,98,174,"https://www.airbnb.com/rooms/12502952"
"3014",12505520,150,"Haymarket",6,1,3,3,98,24,"https://www.airbnb.com/rooms/12505520"
"3015",12508763,195,"Newington",8,1.5,5,8,90,2,"https://www.airbnb.com/rooms/12508763"
"3016",12511341,200,"Old Town",6,2,2,3,100,1,"https://www.airbnb.com/rooms/12511341"
"3017",12511817,78,"Old Town",4,1,1,2,96,214,"https://www.airbnb.com/rooms/12511817"
"3018",12512258,35,NA,2,1.5,1,1,98,36,"https://www.airbnb.com/rooms/12512258"
"3019",12513411,60,"Haymarket",4,1,1,3,96,80,"https://www.airbnb.com/rooms/12513411"
"3020",12515439,115,"Old Town",4,1,1,2,97,23,"https://www.airbnb.com/rooms/12515439"
"3021",12526694,50,"Morningside",2,1,1,1,92,88,"https://www.airbnb.com/rooms/12526694"
"3022",12529971,65,"Marchmont",2,1,1,1,96,10,"https://www.airbnb.com/rooms/12529971"
"3023",12533383,85,"Marchmont",8,1,3,6,96,88,"https://www.airbnb.com/rooms/12533383"
"3024",12538790,30,"Leith",2,1,1,1,92,167,"https://www.airbnb.com/rooms/12538790"
"3025",12540817,99,"Leith",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/12540817"
"3026",12554253,190,"Leith",7,2,4,4,100,7,"https://www.airbnb.com/rooms/12554253"
"3027",12556382,24,"Southside",1,1,1,1,NA,1,"https://www.airbnb.com/rooms/12556382"
"3028",12559305,80,"Leith",4,1,2,2,94,7,"https://www.airbnb.com/rooms/12559305"
"3029",12559382,65,"New Town",4,1,1,1,96,194,"https://www.airbnb.com/rooms/12559382"
"3030",12565583,89,"Marchmont",5,1.5,3,3,95,27,"https://www.airbnb.com/rooms/12565583"
"3031",12566787,65,"Cannonmills",2,1,1,1,100,5,"https://www.airbnb.com/rooms/12566787"
"3032",12579535,33,"Newington",2,1,1,1,100,4,"https://www.airbnb.com/rooms/12579535"
"3033",12580626,200,"Old Town",4,1,1,1,99,86,"https://www.airbnb.com/rooms/12580626"
"3034",12585574,NA,"Old Town",5,2,2,5,99,140,"https://www.airbnb.com/rooms/12585574"
"3035",12587831,100,NA,2,1,1,1,99,29,"https://www.airbnb.com/rooms/12587831"
"3036",12590673,200,"Old Town",5,1,2,2,84,5,"https://www.airbnb.com/rooms/12590673"
"3037",12590729,27,"Old Town",1,1,1,1,80,16,"https://www.airbnb.com/rooms/12590729"
"3038",12596477,69,"Leith",4,1,1,3,90,39,"https://www.airbnb.com/rooms/12596477"
"3039",12601405,62,"Cannonmills",3,1,2,2,93,8,"https://www.airbnb.com/rooms/12601405"
"3040",12603173,24,"Marchmont",1,2,1,1,98,76,"https://www.airbnb.com/rooms/12603173"
"3041",12608386,40,NA,2,1,1,1,98,34,"https://www.airbnb.com/rooms/12608386"
"3042",12621034,35,"Leith",2,1,1,1,100,7,"https://www.airbnb.com/rooms/12621034"
"3043",12635639,42,"West End",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/12635639"
"3044",12648369,200,"Leith",7,3.5,4,4,96,21,"https://www.airbnb.com/rooms/12648369"
"3045",12648573,349,"Southside",8,2,5,5,100,4,"https://www.airbnb.com/rooms/12648573"
"3046",12651877,100,"Newington",4,1.5,2,2,100,1,"https://www.airbnb.com/rooms/12651877"
"3047",12663364,45,"Morningside",1,1,1,1,80,1,"https://www.airbnb.com/rooms/12663364"
"3048",12663986,70,"Leith",2,1,1,1,95,20,"https://www.airbnb.com/rooms/12663986"
"3049",12664457,120,"West End",5,2,2,2,95,27,"https://www.airbnb.com/rooms/12664457"
"3050",12664643,85,"New Town",2,1,1,1,99,137,"https://www.airbnb.com/rooms/12664643"
"3051",12670336,195,"New Town",6,2,3,4,100,95,"https://www.airbnb.com/rooms/12670336"
"3052",12671587,53,"Stockbridge",2,1,1,1,100,10,"https://www.airbnb.com/rooms/12671587"
"3053",12677609,30,NA,1,1,1,1,96,5,"https://www.airbnb.com/rooms/12677609"
"3054",12680141,119,NA,4,1,2,3,95,4,"https://www.airbnb.com/rooms/12680141"
"3055",12687252,160,"Morningside",4,1,2,2,99,30,"https://www.airbnb.com/rooms/12687252"
"3056",12690846,30,NA,2,1,1,2,93,14,"https://www.airbnb.com/rooms/12690846"
"3057",12695585,400,"New Town",9,3.5,5,6,96,18,"https://www.airbnb.com/rooms/12695585"
"3058",12699837,80,"West End",2,1,1,1,98,59,"https://www.airbnb.com/rooms/12699837"
"3059",12705478,41,"Haymarket",2,1,1,1,95,57,"https://www.airbnb.com/rooms/12705478"
"3060",12706672,20,"Leith",1,1,1,1,95,83,"https://www.airbnb.com/rooms/12706672"
"3061",12706884,50,"Leith",2,1,1,1,98,114,"https://www.airbnb.com/rooms/12706884"
"3062",12716173,67,"Leith",4,1,1,2,NA,0,"https://www.airbnb.com/rooms/12716173"
"3063",12716843,133,"Leith",2,1,1,1,95,16,"https://www.airbnb.com/rooms/12716843"
"3064",12717168,98,"New Town",4,1,2,2,96,333,"https://www.airbnb.com/rooms/12717168"
"3065",12720182,99,"Old Town",4,1,2,3,80,5,"https://www.airbnb.com/rooms/12720182"
"3066",12720401,51,"Newington",2,1,1,1,99,227,"https://www.airbnb.com/rooms/12720401"
"3067",12722480,88,"Old Town",4,3,2,3,96,34,"https://www.airbnb.com/rooms/12722480"
"3068",12723518,196,"Marchmont",4,2,3,4,100,1,"https://www.airbnb.com/rooms/12723518"
"3069",12729901,55,"Old Town",2,1,1,1,88,130,"https://www.airbnb.com/rooms/12729901"
"3070",12731645,60,"Old Town",2,1,1,2,88,155,"https://www.airbnb.com/rooms/12731645"
"3071",12732271,60,"Old Town",2,1,1,1,89,111,"https://www.airbnb.com/rooms/12732271"
"3072",12744669,200,"Southside",4,2,2,2,96,20,"https://www.airbnb.com/rooms/12744669"
"3073",12748007,80,"West End",2,1,1,1,80,1,"https://www.airbnb.com/rooms/12748007"
"3074",12748048,80,"West End",2,1,1,1,100,1,"https://www.airbnb.com/rooms/12748048"
"3075",12748127,45,NA,2,1,1,1,99,67,"https://www.airbnb.com/rooms/12748127"
"3076",12753439,42,"Cannonmills",2,1,1,1,97,89,"https://www.airbnb.com/rooms/12753439"
"3077",12759021,60,NA,3,1.5,1,3,97,38,"https://www.airbnb.com/rooms/12759021"
"3078",12759280,66,"Newington",4,1.5,1,2,96,36,"https://www.airbnb.com/rooms/12759280"
"3079",12766983,34,"Leith",2,1,1,1,97,9,"https://www.airbnb.com/rooms/12766983"
"3080",12769084,108,"Leith",1,1,1,1,100,2,"https://www.airbnb.com/rooms/12769084"
"3081",12782446,80,"Bruntsfield",5,1,2,3,92,35,"https://www.airbnb.com/rooms/12782446"
"3082",12786164,52,"Leith",2,1,1,1,100,1,"https://www.airbnb.com/rooms/12786164"
"3083",12787950,150,"Leith",7,2,3,5,100,13,"https://www.airbnb.com/rooms/12787950"
"3084",12788370,55,"West End",3,1,0,2,97,220,"https://www.airbnb.com/rooms/12788370"
"3085",12793195,115,"Leith",4,1,2,2,100,1,"https://www.airbnb.com/rooms/12793195"
"3086",12800195,68,"Leith",2,1,1,1,99,133,"https://www.airbnb.com/rooms/12800195"
"3087",12800479,55,"Leith",3,1,1,2,99,183,"https://www.airbnb.com/rooms/12800479"
"3088",12800936,75,NA,5,2.5,3,4,99,67,"https://www.airbnb.com/rooms/12800936"
"3089",12804088,30,"Marchmont",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/12804088"
"3090",12806290,400,"Cannonmills",7,1.5,3,4,NA,0,"https://www.airbnb.com/rooms/12806290"
"3091",12806785,60,NA,3,1,1,2,100,2,"https://www.airbnb.com/rooms/12806785"
"3092",12809479,25,"Marchmont",1,1,1,1,NA,0,"https://www.airbnb.com/rooms/12809479"
"3093",12813194,35,"Leith",2,1,1,1,96,7,"https://www.airbnb.com/rooms/12813194"
"3094",12817985,45,"Old Town",2,1,1,1,90,97,"https://www.airbnb.com/rooms/12817985"
"3095",12818040,28,NA,2,0,1,1,96,29,"https://www.airbnb.com/rooms/12818040"
"3096",12818444,20,NA,1,0,1,1,94,88,"https://www.airbnb.com/rooms/12818444"
"3097",12819888,25,"Leith",2,1,1,1,98,278,"https://www.airbnb.com/rooms/12819888"
"3098",12820294,120,"Haymarket",4,2,2,2,99,70,"https://www.airbnb.com/rooms/12820294"
"3099",12820549,70,"Leith",4,1,2,2,96,18,"https://www.airbnb.com/rooms/12820549"
"3100",12820970,21,"Southside",1,1,1,1,NA,1,"https://www.airbnb.com/rooms/12820970"
"3101",12822024,125,NA,6,2,3,4,100,2,"https://www.airbnb.com/rooms/12822024"
"3102",12823731,75,"Old Town",4,1,2,2,75,17,"https://www.airbnb.com/rooms/12823731"
"3103",12824758,39,"Leith",2,2,1,1,96,190,"https://www.airbnb.com/rooms/12824758"
"3104",12828119,78,"Haymarket",2,1,1,1,100,4,"https://www.airbnb.com/rooms/12828119"
"3105",12828363,600,"Haymarket",12,5,6,12,100,1,"https://www.airbnb.com/rooms/12828363"
"3106",12829645,35,"Leith",2,2,1,1,70,2,"https://www.airbnb.com/rooms/12829645"
"3107",12830716,75,"Leith",3,2,1,1,100,6,"https://www.airbnb.com/rooms/12830716"
"3108",12831629,71,"West End",2,1,1,1,96,93,"https://www.airbnb.com/rooms/12831629"
"3109",12831641,65,"Leith",5,1.5,2,3,NA,0,"https://www.airbnb.com/rooms/12831641"
"3110",12832263,50,"New Town",2,1,1,1,97,111,"https://www.airbnb.com/rooms/12832263"
"3111",12837885,99,"Old Town",3,1,1,2,90,47,"https://www.airbnb.com/rooms/12837885"
"3112",12838083,150,"New Town",6,2,2,4,95,20,"https://www.airbnb.com/rooms/12838083"
"3113",12840088,35,"Haymarket",1,1,1,1,88,5,"https://www.airbnb.com/rooms/12840088"
"3114",12842570,150,"Leith",4,1,2,2,95,4,"https://www.airbnb.com/rooms/12842570"
"3115",12842977,90,"Leith",4,1,1,2,80,1,"https://www.airbnb.com/rooms/12842977"
"3116",12845681,30,NA,1,1,1,1,NA,0,"https://www.airbnb.com/rooms/12845681"
"3117",12846798,40,"Marchmont",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/12846798"
"3118",12847452,75,"New Town",6,1,2,2,94,161,"https://www.airbnb.com/rooms/12847452"
"3119",12847460,78,"Leith",2,1,1,1,96,74,"https://www.airbnb.com/rooms/12847460"
"3120",12848043,50,"Haymarket",2,2,1,1,96,76,"https://www.airbnb.com/rooms/12848043"
"3121",12852107,141,"Leith",5,1,2,3,95,4,"https://www.airbnb.com/rooms/12852107"
"3122",12861670,108,NA,8,2,4,8,94,7,"https://www.airbnb.com/rooms/12861670"
"3123",12865122,179,"New Town",2,1,1,1,100,4,"https://www.airbnb.com/rooms/12865122"
"3124",12868537,450,"New Town",8,2.5,4,4,100,54,"https://www.airbnb.com/rooms/12868537"
"3125",12871734,64,"Leith",3,1,2,2,98,55,"https://www.airbnb.com/rooms/12871734"
"3126",12877844,120,"Leith",13,1,4,4,97,23,"https://www.airbnb.com/rooms/12877844"
"3127",12881870,36,"Old Town",1,1,1,1,NA,0,"https://www.airbnb.com/rooms/12881870"
"3128",12883169,60,"Marchmont",6,1,3,3,80,1,"https://www.airbnb.com/rooms/12883169"
"3129",12883178,35,"Old Town",2,1,1,2,80,3,"https://www.airbnb.com/rooms/12883178"
"3130",12887212,80,"Leith",2,1,1,1,100,3,"https://www.airbnb.com/rooms/12887212"
"3131",12895501,82,"Haymarket",3,1.5,1,1,96,11,"https://www.airbnb.com/rooms/12895501"
"3132",12895950,36,"Bruntsfield",4,1,1,1,NA,0,"https://www.airbnb.com/rooms/12895950"
"3133",12898394,60,NA,2,1,1,1,97,6,"https://www.airbnb.com/rooms/12898394"
"3134",12899225,35,"Leith",2,1,1,1,100,2,"https://www.airbnb.com/rooms/12899225"
"3135",12899915,450,"Haymarket",11,3.5,5,5,96,9,"https://www.airbnb.com/rooms/12899915"
"3136",12900060,150,NA,5,1,3,3,100,3,"https://www.airbnb.com/rooms/12900060"
"3137",12908775,170,"New Town",4,1,1,2,99,39,"https://www.airbnb.com/rooms/12908775"
"3138",12909209,150,"West End",8,2,5,5,100,2,"https://www.airbnb.com/rooms/12909209"
"3139",12912709,110,"Bruntsfield",4,1,2,2,98,70,"https://www.airbnb.com/rooms/12912709"
"3140",12913269,75,"Leith",5,1,3,3,85,4,"https://www.airbnb.com/rooms/12913269"
"3141",12913891,180,"Haymarket",6,2,3,3,100,3,"https://www.airbnb.com/rooms/12913891"
"3142",12916603,70,"Tollcross",2,1,1,1,100,21,"https://www.airbnb.com/rooms/12916603"
"3143",12917191,49,"Marchmont",2,1,1,1,100,15,"https://www.airbnb.com/rooms/12917191"
"3144",12920997,125,"Morningside",3,1.5,2,3,99,23,"https://www.airbnb.com/rooms/12920997"
"3145",12928440,50,"Old Town",4,1,2,2,95,28,"https://www.airbnb.com/rooms/12928440"
"3146",12929119,70,"Stockbridge",2,1,1,1,97,92,"https://www.airbnb.com/rooms/12929119"
"3147",12929512,50,"New Town",2,1,1,1,96,140,"https://www.airbnb.com/rooms/12929512"
"3148",12929976,50,NA,2,1,1,1,98,67,"https://www.airbnb.com/rooms/12929976"
"3149",12937924,40,NA,2,1,1,1,100,16,"https://www.airbnb.com/rooms/12937924"
"3150",12939369,120,"Haymarket",4,1,1,3,100,4,"https://www.airbnb.com/rooms/12939369"
"3151",12943782,95,"New Town",2,1,1,1,99,29,"https://www.airbnb.com/rooms/12943782"
"3152",12945206,60,"Old Town",4,1,1,2,97,63,"https://www.airbnb.com/rooms/12945206"
"3153",12949961,149,"Old Town",8,2,3,4,92,192,"https://www.airbnb.com/rooms/12949961"
"3154",12950278,23,"Morningside",2,1,1,1,98,110,"https://www.airbnb.com/rooms/12950278"
"3155",12950928,30,"Haymarket",2,2,1,1,100,1,"https://www.airbnb.com/rooms/12950928"
"3156",12953109,60,"Leith",2,1,1,1,99,161,"https://www.airbnb.com/rooms/12953109"
"3157",12963003,30,NA,1,1,1,1,96,37,"https://www.airbnb.com/rooms/12963003"
"3158",12968106,50,"Marchmont",2,1,1,1,98,11,"https://www.airbnb.com/rooms/12968106"
"3159",12969035,220,"New Town",4,1,2,2,95,8,"https://www.airbnb.com/rooms/12969035"
"3160",12970453,19,NA,2,1,1,1,80,4,"https://www.airbnb.com/rooms/12970453"
"3161",12971021,69,NA,4,1,3,3,98,162,"https://www.airbnb.com/rooms/12971021"
"3162",12971082,300,"Old Town",4,1,2,2,NA,3,"https://www.airbnb.com/rooms/12971082"
"3163",12981427,90,"Leith",4,1,1,2,97,22,"https://www.airbnb.com/rooms/12981427"
"3164",12983764,65,"Leith",2,1,1,1,96,5,"https://www.airbnb.com/rooms/12983764"
"3165",12984583,60,"Leith",6,1,2,3,94,7,"https://www.airbnb.com/rooms/12984583"
"3166",12985795,62,"Bruntsfield",3,1,1,2,98,47,"https://www.airbnb.com/rooms/12985795"
"3167",12987093,60,"Haymarket",3,1,1,2,91,47,"https://www.airbnb.com/rooms/12987093"
"3168",12993933,209,"Newington",10,1,5,10,NA,0,"https://www.airbnb.com/rooms/12993933"
"3169",12994477,150,"West End",8,1,3,4,96,95,"https://www.airbnb.com/rooms/12994477"
"3170",12995238,150,"West End",8,1,4,8,100,2,"https://www.airbnb.com/rooms/12995238"
"3171",12998910,160,"Southside",8,2,4,8,NA,0,"https://www.airbnb.com/rooms/12998910"
"3172",13002836,65,"Leith",4,1,1,2,95,190,"https://www.airbnb.com/rooms/13002836"
"3173",13003472,62,"Leith",2,1,1,1,80,2,"https://www.airbnb.com/rooms/13003472"
"3174",13009454,29,"Leith",2,1,1,1,97,22,"https://www.airbnb.com/rooms/13009454"
"3175",13010586,199,"Tollcross",6,1,3,3,91,7,"https://www.airbnb.com/rooms/13010586"
"3176",13011011,190,"Cannonmills",4,1,2,3,98,9,"https://www.airbnb.com/rooms/13011011"
"3177",13013229,70,"Marchmont",2,1,1,1,100,129,"https://www.airbnb.com/rooms/13013229"
"3178",13013242,65,"New Town",2,1,1,1,95,62,"https://www.airbnb.com/rooms/13013242"
"3179",13013393,150,"Newington",15,1.5,5,9,NA,0,"https://www.airbnb.com/rooms/13013393"
"3180",13013978,162,"Leith",4,3,2,2,98,19,"https://www.airbnb.com/rooms/13013978"
"3181",13013982,85,"Old Town",5,2,2,3,93,97,"https://www.airbnb.com/rooms/13013982"
"3182",13018103,19,NA,2,1,1,1,50,4,"https://www.airbnb.com/rooms/13018103"
"3183",13018118,30,NA,2,1,1,2,97,34,"https://www.airbnb.com/rooms/13018118"
"3184",13021571,68,"Haymarket",3,1,1,2,92,36,"https://www.airbnb.com/rooms/13021571"
"3185",13024790,66,NA,4,2,2,1,100,2,"https://www.airbnb.com/rooms/13024790"
"3186",13026594,105,"Morningside",6,1,3,4,100,2,"https://www.airbnb.com/rooms/13026594"
"3187",13028811,80,"Leith",3,1,2,2,98,68,"https://www.airbnb.com/rooms/13028811"
"3188",13029944,120,"Leith",4,1,1,2,95,17,"https://www.airbnb.com/rooms/13029944"
"3189",13030583,80,"Old Town",2,1,0,1,98,72,"https://www.airbnb.com/rooms/13030583"
"3190",13030976,80,"Tollcross",4,1,1,2,100,59,"https://www.airbnb.com/rooms/13030976"
"3191",13031158,40,"Newington",2,1,1,1,98,44,"https://www.airbnb.com/rooms/13031158"
"3192",13039133,200,NA,4,1,2,2,100,1,"https://www.airbnb.com/rooms/13039133"
"3193",13040403,60,"Leith",2,1.5,1,1,96,90,"https://www.airbnb.com/rooms/13040403"
"3194",13042098,45,"Leith",2,1,1,1,100,3,"https://www.airbnb.com/rooms/13042098"
"3195",13042719,127,"Stockbridge",4,2,2,2,98,143,"https://www.airbnb.com/rooms/13042719"
"3196",13043506,189,"Leith",7,2,3,3,97,6,"https://www.airbnb.com/rooms/13043506"
"3197",13043895,150,"Tollcross",5,1,2,3,96,27,"https://www.airbnb.com/rooms/13043895"
"3198",13043992,99,"Tollcross",4,1,2,2,93,24,"https://www.airbnb.com/rooms/13043992"
"3199",13050199,35,"Haymarket",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/13050199"
"3200",13053047,120,"Morningside",5,1,2,2,100,47,"https://www.airbnb.com/rooms/13053047"
"3201",13053686,120,"Marchmont",8,1,3,3,95,13,"https://www.airbnb.com/rooms/13053686"
"3202",13054055,75,"Leith",6,2,2,3,98,87,"https://www.airbnb.com/rooms/13054055"
"3203",13062184,62,NA,2,1,1,1,100,7,"https://www.airbnb.com/rooms/13062184"
"3204",13062796,55,"Old Town",2,1,1,1,95,33,"https://www.airbnb.com/rooms/13062796"
"3205",13070369,28,"Leith",2,2,1,1,NA,1,"https://www.airbnb.com/rooms/13070369"
"3206",13070676,209,"Southside",6,2,3,3,98,13,"https://www.airbnb.com/rooms/13070676"
"3207",13070867,55,"Southside",2,1,1,1,100,3,"https://www.airbnb.com/rooms/13070867"
"3208",13071228,51,"Leith",4,1,1,2,98,228,"https://www.airbnb.com/rooms/13071228"
"3209",13073368,105,"Newington",2,1,1,1,88,5,"https://www.airbnb.com/rooms/13073368"
"3210",13074457,52,"Bruntsfield",2,1,1,1,100,313,"https://www.airbnb.com/rooms/13074457"
"3211",13075933,85,"Marchmont",4,1,2,2,93,47,"https://www.airbnb.com/rooms/13075933"
"3212",13076181,49,"Leith",2,1,1,1,98,117,"https://www.airbnb.com/rooms/13076181"
"3213",13076881,60,"Haymarket",2,1,1,1,98,150,"https://www.airbnb.com/rooms/13076881"
"3214",13079179,20,NA,2,2,1,1,99,45,"https://www.airbnb.com/rooms/13079179"
"3215",13080140,92,"Tollcross",4,1,2,2,94,32,"https://www.airbnb.com/rooms/13080140"
"3216",13080955,80,NA,4,1,1,2,97,15,"https://www.airbnb.com/rooms/13080955"
"3217",13080985,130,"Marchmont",5,1,2,4,98,28,"https://www.airbnb.com/rooms/13080985"
"3218",13088702,125,"New Town",4,1.5,2,2,97,27,"https://www.airbnb.com/rooms/13088702"
"3219",13092144,75,"Leith",4,1,2,2,80,1,"https://www.airbnb.com/rooms/13092144"
"3220",13094667,95,"Haymarket",4,1,1,2,NA,0,"https://www.airbnb.com/rooms/13094667"
"3221",13095622,34,NA,2,1,1,1,98,23,"https://www.airbnb.com/rooms/13095622"
"3222",13095631,50,"Haymarket",2,1,1,1,76,5,"https://www.airbnb.com/rooms/13095631"
"3223",13095862,50,"Newington",4,1,2,2,100,4,"https://www.airbnb.com/rooms/13095862"
"3224",13102111,123,"Marchmont",15,1.5,5,5,90,2,"https://www.airbnb.com/rooms/13102111"
"3225",13103881,250,"Old Town",4,1,2,2,95,17,"https://www.airbnb.com/rooms/13103881"
"3226",13103985,75,"Marchmont",2,1,1,1,100,2,"https://www.airbnb.com/rooms/13103985"
"3227",13104533,60,"Stockbridge",2,1,1,1,100,9,"https://www.airbnb.com/rooms/13104533"
"3228",13106201,35,"Bruntsfield",3,1,1,2,97,67,"https://www.airbnb.com/rooms/13106201"
"3229",13107934,125,"Old Town",6,2,3,3,94,139,"https://www.airbnb.com/rooms/13107934"
"3230",13110478,35,"Leith",2,1,1,1,99,80,"https://www.airbnb.com/rooms/13110478"
"3231",13110988,90,"Leith",5,1,3,3,80,1,"https://www.airbnb.com/rooms/13110988"
"3232",13113770,175,"West End",4,1,2,2,NA,0,"https://www.airbnb.com/rooms/13113770"
"3233",13120357,35,"Southside",2,1,1,1,100,1,"https://www.airbnb.com/rooms/13120357"
"3234",13121136,55,NA,2,1,1,1,98,46,"https://www.airbnb.com/rooms/13121136"
"3235",13122659,30,NA,2,1,1,1,97,29,"https://www.airbnb.com/rooms/13122659"
"3236",13123172,45,"Leith",2,1,1,1,97,19,"https://www.airbnb.com/rooms/13123172"
"3237",13126563,25,"Newington",2,1,1,1,70,2,"https://www.airbnb.com/rooms/13126563"
"3238",13127787,109,"West End",6,1,2,3,100,6,"https://www.airbnb.com/rooms/13127787"
"3239",13127833,98,"New Town",2,1,1,1,99,86,"https://www.airbnb.com/rooms/13127833"
"3240",13132361,300,"New Town",6,1,2,2,94,18,"https://www.airbnb.com/rooms/13132361"
"3241",13134772,35,"Leith",2,1,1,1,98,129,"https://www.airbnb.com/rooms/13134772"
"3242",13135781,85,NA,2,1,1,1,95,11,"https://www.airbnb.com/rooms/13135781"
"3243",13137741,75,"Newington",4,1.5,2,2,97,47,"https://www.airbnb.com/rooms/13137741"
"3244",13137932,162,NA,4,2,2,2,80,1,"https://www.airbnb.com/rooms/13137932"
"3245",13145265,25,"Leith",2,1,1,1,95,4,"https://www.airbnb.com/rooms/13145265"
"3246",13147939,59,"Leith",2,1,1,1,98,13,"https://www.airbnb.com/rooms/13147939"
"3247",13149210,450,"New Town",8,3,4,4,NA,0,"https://www.airbnb.com/rooms/13149210"
"3248",13149981,144,"Stockbridge",6,1,3,3,100,10,"https://www.airbnb.com/rooms/13149981"
"3249",13150857,45,"Southside",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/13150857"
"3250",13151244,80,"Leith",4,1,2,2,96,17,"https://www.airbnb.com/rooms/13151244"
"3251",13153161,70,"Newington",4,1,2,2,92,10,"https://www.airbnb.com/rooms/13153161"
"3252",13153431,20,"Leith",1,1,1,1,97,18,"https://www.airbnb.com/rooms/13153431"
"3253",13153683,14,NA,2,1,1,1,90,5,"https://www.airbnb.com/rooms/13153683"
"3254",13160186,220,"Old Town",5,1,3,3,98,8,"https://www.airbnb.com/rooms/13160186"
"3255",13161519,90,"Leith",4,2,2,2,100,5,"https://www.airbnb.com/rooms/13161519"
"3256",13163522,84,"Old Town",4,1,1,2,91,135,"https://www.airbnb.com/rooms/13163522"
"3257",13165080,85,NA,2,1,1,1,90,2,"https://www.airbnb.com/rooms/13165080"
"3258",13168711,30,NA,2,1,1,1,NA,0,"https://www.airbnb.com/rooms/13168711"
"3259",13169551,139,"Old Town",4,1,2,2,100,186,"https://www.airbnb.com/rooms/13169551"
"3260",13170536,43,"Leith",2,1,1,1,98,66,"https://www.airbnb.com/rooms/13170536"
"3261",13171781,117,"Old Town",5,2,3,3,94,90,"https://www.airbnb.com/rooms/13171781"
"3262",13172009,55,NA,6,1,3,2,92,6,"https://www.airbnb.com/rooms/13172009"
"3263",13172965,85,NA,8,2,3,4,86,10,"https://www.airbnb.com/rooms/13172965"
"3264",13177265,30,NA,2,1,1,1,98,85,"https://www.airbnb.com/rooms/13177265"
"3265",13180995,24,"Marchmont",1,1,1,1,95,46,"https://www.airbnb.com/rooms/13180995"
"3266",13186835,60,"Old Town",2,1,1,1,96,59,"https://www.airbnb.com/rooms/13186835"
"3267",13187480,126,NA,8,2,3,4,96,20,"https://www.airbnb.com/rooms/13187480"
"3268",13187780,45,"Stockbridge",2,1,1,1,98,48,"https://www.airbnb.com/rooms/13187780"
"3269",13188390,96,"Leith",3,1,1,2,96,23,"https://www.airbnb.com/rooms/13188390"
"3270",13189999,75,"New Town",2,1,1,1,96,109,"https://www.airbnb.com/rooms/13189999"
"3271",13190099,120,"Haymarket",4,1,2,2,93,8,"https://www.airbnb.com/rooms/13190099"
"3272",13191465,75,"Leith",2,1,1,1,97,51,"https://www.airbnb.com/rooms/13191465"
"3273",13203340,64,"Leith",3,1,1,3,97,130,"https://www.airbnb.com/rooms/13203340"
"3274",13204845,40,"Haymarket",2,1,1,1,96,118,"https://www.airbnb.com/rooms/13204845"
"3275",13206731,30,"Leith",4,1,1,1,91,42,"https://www.airbnb.com/rooms/13206731"
"3276",13214371,76,"Marchmont",3,1,1,2,95,11,"https://www.airbnb.com/rooms/13214371"
"3277",13215800,50,"Haymarket",2,1,1,1,98,13,"https://www.airbnb.com/rooms/13215800"
"3278",13217669,36,"West End",1,1.5,1,1,NA,0,"https://www.airbnb.com/rooms/13217669"
"3279",13218060,135,"Leith",4,1,1,2,94,157,"https://www.airbnb.com/rooms/13218060"
"3280",13220494,21,"Stockbridge",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/13220494"
"3281",13220598,21,"Leith",2,1,1,1,89,30,"https://www.airbnb.com/rooms/13220598"
"3282",13220799,130,"Leith",6,2,2,3,96,9,"https://www.airbnb.com/rooms/13220799"
"3283",13221221,40,"Tollcross",2,2,1,1,NA,0,"https://www.airbnb.com/rooms/13221221"
"3284",13221338,28,NA,1,1,1,1,100,23,"https://www.airbnb.com/rooms/13221338"
"3285",13222557,200,"Haymarket",6,2,3,3,80,1,"https://www.airbnb.com/rooms/13222557"
"3286",13228263,85,"Haymarket",4,1,1,2,99,67,"https://www.airbnb.com/rooms/13228263"
